cost,y_mean,y_lo,y_hi,n
0.183,0.14517658781565737,0.06338453231394554,0.2269686433173692,24
1.226,0.1795227416072176,0.09242899266850069,0.2666164905459345,24
1.59,0.3055555555555555,0.2021298008238917,0.40898131028721935,24
1.837,0.2916666666666667,0.21000000000000002,0.37333333333333335,24
11.667,0.4257670506431646,0.32452219433434315,0.5270119069519861,24
